id,xpos,ypos,type
h_267,0.537561982735222,0.7623694473764269,house
h_268,0.0822974232342245,0.3217583084500986,house
h_269,0.6201760582191171,0.9134397695047222,house
h_270,0.8961232763686634,0.2530171427201656,house
h_271,0.16703618936816064,0.23063715341748103,house
h_272,0.5626625986098169,0.3823687392366524,house
h_273,0.6309271251936589,0.25492344197506933,house
h_274,0.5159555283824127,0.8079850591019957,house
h_275,0.5944024645776335,0.49518565848983526,house
h_276,0.5831501124849373,0.549905250743315,house
h_277,0.6384158321807831,0.2615802126951347,house
h_278,0.5961684738596544,0.49211113700683345,house
h_279,0.5217728760594724,0.5664473534425554,house
h_280,0.6097653715988446,0.6735546506740663,house
h_281,0.6095894810919111,0.4183434074208969,house
h_282,0.5589401569955634,0.4156132205853606,house
h_283,0.2084626662788548,0.23459587467296664,house
h_284,0.6734990913862746,0.2916438093837526,house
h_285,0.5403451120991063,0.3203061382502352,house
h_286,0.579662485828084,0.4134325520035543,house
h_287,0.5129125585426237,0.8494172705644909,house
h_288,0.5795903055197754,0.8479203652637615,house
h_289,0.7229798384517099,0.651542066202031,house
h_290,0.5720704945182143,0.7921397612146808,house
h_291,0.8952496843383487,0.18693417750542607,house
h_292,0.5771322743156998,0.5472894930834394,house
h_293,0.5574442472413023,0.3732424658114246,house
h_294,0.5641309997973304,0.49135251728806484,house
h_295,0.6961387096582717,0.4207891522072947,house
h_296,0.5750625175426488,0.4165499315901355,house
h_297,0.0819975425454259,0.29495760332477744,house
h_298,0.8953027680707285,0.495899319655635,house
h_299,0.5751478034273781,0.43884175974753903,house
h_300,0.5716612579487808,0.8792286345761179,house
h_301,0.6585997257623148,0.8784587975643618,house
h_302,0.5832398432136074,0.6890616769128112,house
h_303,0.671448248024835,0.2618703964686988,house
h_304,0.571535078086508,0.6251647882710877,house
h_305,0.6232370731359846,0.9321997312766732,house
h_306,0.6221055586130059,0.4224419153147924,house
h_307,0.3506158476140717,0.9028022004664942,house
h_308,0.5074495758356679,0.32869253786518277,house
h_309,0.5545400582903495,0.49754035153028636,house
h_310,0.6913805077552286,0.606091273162054,house
