id,xpos,ypos,stoppoint
n_id330,0.672403497,0.446468821,-1
n_id331,0.668142722,0.486367525,-1
n_id332,0.67377706,0.485300765,-1
n_id333,0.700648792,0.455112393,-1
n_id334,0.683751714,0.469119485,-1
n_id335,0.691743784,0.461514518,-1
n_id336,0.716566449,0.422041266,-1
n_id337,0.734875079,0.427514277,-1
n_id338,0.782439291,0.44787344,-1
n_id339,0.785468964,0.447507426,-1
n_id340,0.66372524,0.523151979,-1
n_id341,0.657917574,0.556215285,-1
n_id342,0.629129741,0.678667457,-1
n_id343,0.706598918,0.700113715,-1
n_id344,0.752724272,0.70282754,-1
n_id345,0.89828275,0.672304436,-1
n_id346,0.227049808,0.307947988,-1
n_id347,0.24803552,0.316044103,-1
n_id348,0.234288021,0.288786975,-1
n_id349,0.239170876,0.276293994,-1
n_id350,0.643678584,0.379941782,-1
n_id351,0.668682887,0.381868832,-1
n_id352,0.680908427,0.384443447,-1
n_id353,0.810428155,0.405312528,-1
n_id354,0.858607324,0.302487491,-1
n_id355,0.856786196,0.305162212,-1
n_id356,0.240591926,0.274449844,-1
n_id357,0.245795319,0.255140235,-1
n_id358,0.245933031,0.242396988,-1
n_id359,0.25270231,0.241586751,-1
n_id360,0.257262253,0.237228989,-1
n_id361,0.256777885,0.231970268,-1
n_id362,0.656676975,0.380508009,-1
n_id363,0.656764826,0.372582388,-1
n_id364,0.654132857,0.386810028,-1
n_id365,0.653311331,0.389492569,-1
n_id366,0.646627529,0.388026947,-1
n_id367,0.646925511,0.385222401,-1
n_id368,0.67410947,0.410067588,-1
n_id369,0.648763259,0.403110184,-1
n_id370,0.643245265,0.399515735,-1
n_id371,0.641323227,0.405012208,-1
n_id372,0.626016965,0.401628921,-1
n_id373,0.633227873,0.402257715,-1
n_id374,0.654764435,0.404732223,-1
n_id375,0.624478384,0.412714154,-1
n_id376,0.608700814,0.411114014,-1
n_id377,0.62279022,0.424744142,-1
n_id378,0.595614571,0.41108273,-1
n_id379,0.609890364,0.420940094,-1
n_id380,0.642421364,0.431900194,-1
n_id381,0.639407124,0.422516772,-1
n_id382,0.641071545,0.418833165,-1
n_id383,0.592742792,0.434876799,-1
n_id384,0.58189319,0.427234291,-1
n_id385,0.576761027,0.424021498,-1
n_id386,0.568922103,0.419097508,-1
n_id387,0.561764619,0.414688129,-1
n_id388,0.555309942,0.422832733,-1
n_id389,0.561279064,0.426973076,-1
n_id390,0.573907056,0.435943559,-1
n_id391,0.585321754,0.444127267,-1
n_id392,0.573618572,0.427453274,-1
n_id393,0.596921652,0.429666567,-1
n_id394,0.574227594,0.412571815,-1
n_id395,0.565311901,0.4119352,-1
n_id396,0.567791912,0.41259997,-1
n_id397,0.568935162,0.441364952,-1
n_id398,0.56794387,0.44244579,-1
n_id399,0.580228769,0.45047621,-1
n_id400,0.591097366,0.457865322,-1
n_id401,0.597080734,0.462026,-1
n_id402,0.602716259,0.45641847,-1
n_id403,0.596736453,0.452329745,-1
n_id404,0.573877377,0.454370979,-1
